i,j,formula,eigvals,dopant_options
45,1,CdCu94F2NNa187OP94,"[0.00000000e+00+1.22434812e-06j 9.65386589e-06+0.00000000e+00j
 1.91964621e-05+0.00000000e+00j ... 4.82723592e-02+0.00000000e+00j
 1.14410309e-01+0.00000000e+00j 1.25779335e-01+0.00000000e+00j]","{'Cd', 'Hg', 'U', 'N', 'F', 'O', 'Tl'}"
45,1,Cu94F2Na187P94,"[0.        +7.43576184e-03j 0.        +8.79357006e-04j
 0.        +1.06695115e-05j ... 0.04803423+0.00000000e+00j
 0.04830998+0.00000000e+00j 0.04873385+0.00000000e+00j]","{'Cd', 'Hg', 'U', 'N', 'F', 'O', 'Tl'}"
45,2,Cu96Na191OP95,"[0.00000000e+00+1.20071494e-05j 0.00000000e+00+3.55370308e-06j
 1.62804314e-05+0.00000000e+00j ... 4.69868340e-02+0.00000000e+00j
 5.50031114e-02+0.00000000e+00j 6.42879398e-02+0.00000000e+00j]","{'Cd', 'Hg', 'U', 'N', 'F', 'O', 'Tl'}"
45,2,CdCu96FNNa186OP92,"[0.00000000e+00+1.26544878e-05j 3.14011986e-06+0.00000000e+00j
 1.24810564e-05+0.00000000e+00j ... 6.44376353e-02+0.00000000e+00j
 7.77485168e-02+0.00000000e+00j 1.12533842e-01+0.00000000e+00j]","{'Cd', 'Hg', 'U', 'N', 'F', 'O', 'Tl'}"
45,3,Cu93Na188OP96,"[0.00000000e+00+1.48698956e-05j 0.00000000e+00+8.04761060e-06j
 1.62793513e-05+0.00000000e+00j ... 4.75760054e-02+0.00000000e+00j
 4.77354925e-02+0.00000000e+00j 1.14541855e-01+0.00000000e+00j]","{'Cd', 'Hg', 'U', 'N', 'F', 'O', 'Tl'}"
45,3,CdCu95FNNa188OP96,"[0.00000000e+00+1.65902923e-03j 0.00000000e+00+1.59005265e-05j
 1.08552066e-05+0.00000000e+00j ... 4.89126938e-02+0.00000000e+00j
 1.10494648e-01+0.00000000e+00j 1.18941897e-01+0.00000000e+00j]","{'Cd', 'Hg', 'U', 'N', 'F', 'O', 'Tl'}"
46,1,LiN6Na140OP70S205,"[0.        +4.57390692e-03j 0.        +3.84650737e-05j
 0.        +2.16462146e-05j ... 0.10925086+0.00000000e+00j
 0.10953177+0.00000000e+00j 0.11280382+0.00000000e+00j]","{'P', 'Li', 'W', 'N', 'Ho', 'F', 'Ca', 'O', 'Er', 'Sb'}"
46,1,N6Na142P71S208Sb,"[0.00000000e+00+3.36098084e-03j 0.00000000e+00+2.26706570e-05j
 1.18330689e-05+0.00000000e+00j ... 1.06912503e-01+0.00000000e+00j
 1.07082218e-01+0.00000000e+00j 1.07390651e-01+0.00000000e+00j]","{'P', 'Li', 'W', 'N', 'Ho', 'F', 'Ca', 'O', 'Er', 'Sb'}"
46,1,CaN4Na140O2P72S209,"[0.00000000e+00+1.86519164e-03j 0.00000000e+00+1.30962224e-05j
 1.50670148e-05+0.00000000e+00j ... 1.08010293e-01+0.00000000e+00j
 1.08603193e-01+0.00000000e+00j 1.14784726e-01+0.00000000e+00j]","{'P', 'Li', 'W', 'N', 'Ho', 'F', 'Ca', 'O', 'Er', 'Sb'}"
46,2,N2Na144P71S214,"[0.00000000e+00+2.29541367e-05j 0.00000000e+00+5.69521829e-06j
 1.84881060e-05+0.00000000e+00j ... 5.86110425e-02+0.00000000e+00j
 1.06513799e-01+0.00000000e+00j 1.07775462e-01+0.00000000e+00j]","{'P', 'Li', 'W', 'N', 'Ho', 'F', 'Ca', 'O', 'Er', 'Sb'}"
46,2,FN2Na142P72S210,"[0.        +7.23904224e-03j 0.        +2.06967055e-05j
 0.        +1.28430447e-05j ... 0.06539533+0.00000000e+00j
 0.10502562+0.00000000e+00j 0.10681657+0.00000000e+00j]","{'P', 'Li', 'W', 'N', 'Ho', 'F', 'Ca', 'O', 'Er', 'Sb'}"
46,2,LiN4Na137P70S207Sb,"[0.00000000e+00+2.51093679e-05j 7.68335572e-06+0.00000000e+00j
 1.89670034e-05+0.00000000e+00j ... 1.06907210e-01+0.00000000e+00j
 1.07376278e-01+0.00000000e+00j 1.07527457e-01+0.00000000e+00j]","{'P', 'Li', 'W', 'N', 'Ho', 'F', 'Ca', 'O', 'Er', 'Sb'}"
46,3,Li2N6Na142P69S207Sb,"[0.00000000e+00+2.58730565e-05j 2.60906605e-05+0.00000000e+00j
 3.13146492e-05+0.00000000e+00j ... 1.07816967e-01+0.00000000e+00j
 1.09345329e-01+0.00000000e+00j 1.11118751e-01+0.00000000e+00j]","{'P', 'Li', 'W', 'N', 'Ho', 'F', 'Ca', 'O', 'Er', 'Sb'}"
46,3,N4Na143P72S210,"[0.00000000e+00+2.28128389e-05j 0.00000000e+00+1.72655724e-05j
 2.08812409e-05+0.00000000e+00j ... 1.06823643e-01+0.00000000e+00j
 1.07001805e-01+0.00000000e+00j 1.07548782e-01+0.00000000e+00j]","{'P', 'Li', 'W', 'N', 'Ho', 'F', 'Ca', 'O', 'Er', 'Sb'}"
46,3,CaNa142OP72S213,"[1.37420138e-05+0.j 2.19555357e-05+0.j 2.58008746e-05+0.j ...
 6.18416013e-02+0.j 6.22769472e-02+0.j 1.07174613e-01+0.j]","{'P', 'Li', 'W', 'N', 'Ho', 'F', 'Ca', 'O', 'Er', 'Sb'}"
52,1,AgAs194Be193Ca96CrLiNaSeSi2,"[0.        +1.98868159e-03j 0.        +1.91998619e-05j
 0.        +1.00737068e-05j ... 0.06727473+0.00000000e+00j
 0.06744198+0.00000000e+00j 0.06750628+0.00000000e+00j]","{'Si', 'Se', 'Hg', 'Ag', 'Cr', 'Na', 'Li', 'Ce', 'Pr'}"
52,1,As197Be194Ca98Cr2Li2Se2Si,"[0.00000000e+00+2.41765907e-05j 5.57561796e-06+0.00000000e+00j
 1.65865043e-05+0.00000000e+00j ... 6.66918922e-02+0.00000000e+00j
 6.67806442e-02+0.00000000e+00j 6.75873224e-02+0.00000000e+00j]","{'Si', 'Se', 'Hg', 'Ag', 'Cr', 'Na', 'Li', 'Ce', 'Pr'}"
52,2,As195Be195Ca94LiSe2Si,"[0.00000000e+00+1.93792654e-05j 0.00000000e+00+7.11544824e-06j
 1.29187651e-05+0.00000000e+00j ... 6.84119934e-02+0.00000000e+00j
 6.86913685e-02+0.00000000e+00j 6.92925882e-02+0.00000000e+00j]","{'Si', 'Se', 'Hg', 'Ag', 'Cr', 'Na', 'Li', 'Ce', 'Pr'}"
52,2,As193Be196Ca96CrLi4Se,"[0.        +4.74130440e-03j 0.        +1.46596864e-05j
 0.        +5.13956244e-06j ... 0.06766138+0.00000000e+00j
 0.06787025+0.00000000e+00j 0.06943601+0.00000000e+00j]","{'Si', 'Se', 'Hg', 'Ag', 'Cr', 'Na', 'Li', 'Ce', 'Pr'}"
52,3,AgAs193Be195Ca98CrLi2Si,"[0.00000000e+00+1.81804289e-05j 0.00000000e+00+6.07516198e-06j
 2.06914404e-05+0.00000000e+00j ... 6.88333552e-02+0.00000000e+00j
 7.04382028e-02+0.00000000e+00j 7.12026891e-02+0.00000000e+00j]","{'Si', 'Se', 'Hg', 'Ag', 'Cr', 'Na', 'Li', 'Ce', 'Pr'}"
52,3,AgAs192Be197Ca96Cr,"[0.00000000e+00+1.07104876e-05j 5.22785287e-06+0.00000000e+00j
 2.25184459e-05+0.00000000e+00j ... 6.88122666e-02+0.00000000e+00j
 6.97518963e-02+0.00000000e+00j 7.50596190e-02+0.00000000e+00j]","{'Si', 'Se', 'Hg', 'Ag', 'Cr', 'Na', 'Li', 'Ce', 'Pr'}"
53,1,H106Cl2F5Fe53O259V54,"[0.        +6.78301449e-03j 0.        +2.31484995e-05j
 0.        +1.83921403e-05j ... 0.43611364+0.00000000e+00j
 0.43724778+0.00000000e+00j 0.44491484+0.00000000e+00j]","{'Si', 'K', 'Tb', 'Cr', 'Y', 'Na', 'W', 'Cl', 'F', 'Sb'}"
53,1,H106ClCrFe51NaO261SbV53,"[0.00000000e+00+6.85257565e-03j 0.00000000e+00+4.91715319e-05j
 1.99836822e-05+0.00000000e+00j ... 4.37007559e-01+0.00000000e+00j
 4.46869528e-01+0.00000000e+00j 4.76583495e-01+0.00000000e+00j]","{'Si', 'K', 'Tb', 'Cr', 'Y', 'Na', 'W', 'Cl', 'F', 'Sb'}"
53,2,H106F4Fe52NaO267V54,"[0.        +1.78733927e-02j 0.        +1.39792202e-03j
 0.        +4.72232553e-05j ... 0.44078669+0.00000000e+00j
 0.44404027+0.00000000e+00j 0.45453398+0.00000000e+00j]","{'Si', 'K', 'Tb', 'Cr', 'Y', 'Na', 'W', 'Cl', 'F', 'Sb'}"
53,3,H107Cl3F4Fe53O262V53,"[0.        +1.55916933e-02j 0.        +5.23293327e-03j
 0.        +4.05984143e-05j ... 0.44599037+0.00000000e+00j
 0.46633234+0.00000000e+00j 0.48028444+0.00000000e+00j]","{'Si', 'K', 'Tb', 'Cr', 'Y', 'Na', 'W', 'Cl', 'F', 'Sb'}"
57,1,Ba85FKNb69O261RbTi2,"[0.00000000e+00+3.63703931e-03j 0.00000000e+00+2.33397666e-05j
 1.18887481e-05+0.00000000e+00j ... 1.05010468e-01+0.00000000e+00j
 1.05201697e-01+0.00000000e+00j 1.06469173e-01+0.00000000e+00j]","{'Mo', 'Cs', 'K', 'Rb', 'La', 'Na', 'W', 'Ti', 'Cl', 'F'}"
57,1,Ba86Cl3F4Nb69O256RbTi2,"[0.        +8.82078256e-03j 0.        +2.03562696e-05j
 0.        +1.23150396e-05j ... 0.10642215+0.00000000e+00j
 0.1080603 +0.00000000e+00j 0.10871785+0.00000000e+00j]","{'Mo', 'Cs', 'K', 'Rb', 'La', 'Na', 'W', 'Ti', 'Cl', 'F'}"
57,2,Ba87F2MoNb71O265,"[0.00000000e+00+2.24015112e-05j 0.00000000e+00+1.59886779e-05j
 3.25516455e-05+0.00000000e+00j ... 1.06879786e-01+0.00000000e+00j
 1.09058975e-01+0.00000000e+00j 1.10494131e-01+0.00000000e+00j]","{'Mo', 'Cs', 'K', 'Rb', 'La', 'Na', 'W', 'Ti', 'Cl', 'F'}"
57,2,Ba86ClCs2FMoNb70O267Rb,"[0.00000000e+00+3.53320865e-05j 8.69486133e-06+0.00000000e+00j
 3.49791908e-05+0.00000000e+00j ... 1.06772814e-01+0.00000000e+00j
 1.08706437e-01+0.00000000e+00j 1.10259574e-01+0.00000000e+00j]","{'Mo', 'Cs', 'K', 'Rb', 'La', 'Na', 'W', 'Ti', 'Cl', 'F'}"
57,3,Ba87ClFMoNb71O259,"[0.00000000e+00+4.19877137e-03j 0.00000000e+00+2.41690657e-05j
 6.59916243e-06+0.00000000e+00j ... 1.06405252e-01+0.00000000e+00j
 1.06783058e-01+0.00000000e+00j 1.08060298e-01+0.00000000e+00j]","{'Mo', 'Cs', 'K', 'Rb', 'La', 'Na', 'W', 'Ti', 'Cl', 'F'}"
57,3,Ba85Cl5CsNb71O260Ti,"[0.00000000e+00+2.64041405e-05j 1.35447480e-05+0.00000000e+00j
 1.99551361e-05+0.00000000e+00j ... 1.08644689e-01+0.00000000e+00j
 1.08738640e-01+0.00000000e+00j 1.10923559e-01+0.00000000e+00j]","{'Mo', 'Cs', 'K', 'Rb', 'La', 'Na', 'W', 'Ti', 'Cl', 'F'}"
59,1,Be208FN3O211S3,"[0.        +0.01283667j 0.        +0.00511098j 0.        +0.00231746j ...
 0.14946931+0.j         0.15107555+0.j         0.1544821 +0.j        ]","{'Si', 'Ag', 'Li', 'N', 'F', 'O', 'Ge', 'S', 'Al'}"
59,3,Be208FGeNO210,"[0.        +8.58025925e-03j 0.        +4.08478208e-03j
 0.        +7.16743123e-05j ... 0.14075208+0.00000000e+00j
 0.14223532+0.00000000e+00j 0.14603896+0.00000000e+00j]","{'Si', 'Ag', 'Li', 'N', 'F', 'O', 'Ge', 'S', 'Al'}"
62,1,Cs93I282KPd45Zn,"[0.        +0.00188778j 0.        +0.00184411j 0.        +0.001816j   ...
 0.02334785+0.j         0.02346431+0.j         0.02353973+0.j        ]","{'Cs', 'K', 'Mn', 'Zn', 'O', 'Rb', 'Sr', 'Cd', 'S', 'Ba'}"
62,3,Cs94I284MnOPd47,"[0.        +0.00223474j 0.        +0.00182488j 0.        +0.00072893j ...
 0.02355454+0.j         0.02361105+0.j         0.07856103+0.j        ]","{'Cs', 'K', 'Mn', 'Zn', 'O', 'Rb', 'Sr', 'Cd', 'S', 'Ba'}"
64,1,Cl213Mo70N71OSb,"[0.00000000e+00+1.00285857e-03j 0.00000000e+00+3.66875062e-05j
 6.06903295e-06+0.00000000e+00j ... 1.51212023e-01+0.00000000e+00j
 1.51374417e-01+0.00000000e+00j 1.58657268e-01+0.00000000e+00j]","{'Se', 'K', 'Na', 'Li', 'F', 'O', 'S', 'Sb'}"
64,2,Cl206Mo71N68O3S2Se,"[0.        +5.67230046e-04j 0.        +3.44747939e-05j
 0.        +9.39383708e-06j ... 0.15607523+0.00000000e+00j
 0.15961416+0.00000000e+00j 0.16791471+0.00000000e+00j]","{'Se', 'K', 'Na', 'Li', 'F', 'O', 'S', 'Sb'}"
64,3,Cl211FKMo70N68O2S3,"[0.        +0.00388406j 0.        +0.00278439j 0.        +0.00072588j ...
 0.15518157+0.j         0.16659716+0.j         0.16963611+0.j        ]","{'Se', 'K', 'Na', 'Li', 'F', 'O', 'S', 'Sb'}"
64,3,Cl207Mo72N71O2S2,"[0.00000000e+00+7.02170336e-04j 0.00000000e+00+2.63448676e-05j
 2.99237554e-06+0.00000000e+00j ... 1.53326021e-01+0.00000000e+00j
 1.54300106e-01+0.00000000e+00j 1.55336125e-01+0.00000000e+00j]","{'Se', 'K', 'Na', 'Li', 'F', 'O', 'S', 'Sb'}"
68,1,MnP357Y72,"[0.00000000e+00+1.83046383e-05j 6.62287108e-06+0.00000000e+00j
 1.53251486e-05+0.00000000e+00j ... 4.89707181e-02+0.00000000e+00j
 5.00850704e-02+0.00000000e+00j 5.18593976e-02+0.00000000e+00j]","{'Mn', 'Th', 'Pb', 'Li', 'Pu', 'Fe', 'Ca', 'Cd', 'Ce', 'Po'}"
68,1,FeP357Y72,"[0.        +7.80713922e-03j 0.        +2.38560372e-05j
 0.        +9.40833136e-06j ... 0.04759768+0.00000000e+00j
 0.05301247+0.00000000e+00j 0.05385086+0.00000000e+00j]","{'Mn', 'Th', 'Pb', 'Li', 'Pu', 'Fe', 'Ca', 'Cd', 'Ce', 'Po'}"
68,2,Fe2P357Y69,"[0.        +0.00888187j 0.        +0.00774799j 0.        +0.00249347j ...
 0.04798737+0.j         0.05277863+0.j         0.05367503+0.j        ]","{'Mn', 'Th', 'Pb', 'Li', 'Pu', 'Fe', 'Ca', 'Cd', 'Ce', 'Po'}"
68,2,P355Y72,"[0.        +1.67923538e-03j 0.        +1.84801438e-05j
 0.        +7.04809469e-06j ... 0.04736341+0.00000000e+00j
 0.04839841+0.00000000e+00j 0.04992381+0.00000000e+00j]","{'Mn', 'Th', 'Pb', 'Li', 'Pu', 'Fe', 'Ca', 'Cd', 'Ce', 'Po'}"
68,3,CdP353Y71,"[7.15306505e-06+0.j 9.37758975e-06+0.j 1.51778950e-05+0.j ...
 4.68115508e-02+0.j 4.69725123e-02+0.j 4.82594012e-02+0.j]","{'Mn', 'Th', 'Pb', 'Li', 'Pu', 'Fe', 'Ca', 'Cd', 'Ce', 'Po'}"
68,3,P358Y72,"[0.00000000e+00+1.26561245e-05j 0.00000000e+00+3.99649116e-06j
 1.58955270e-05+0.00000000e+00j ... 4.63169673e-02+0.00000000e+00j
 4.64307726e-02+0.00000000e+00j 4.64321684e-02+0.00000000e+00j]","{'Mn', 'Th', 'Pb', 'Li', 'Pu', 'Fe', 'Ca', 'Cd', 'Ce', 'Po'}"
70,1,Ca72CdCl3Cr70F2O209,"[0.00000000e+00+3.22964222e-03j 0.00000000e+00+5.07351596e-05j
 1.60424731e-05+0.00000000e+00j ... 8.35851135e-02+0.00000000e+00j
 8.39411176e-02+0.00000000e+00j 9.39512360e-02+0.00000000e+00j]","{'K', 'La', 'Bi', 'As', 'Na', 'Cl', 'Ca', 'F', 'Cd', 'Co'}"
70,1,Ca72Cr71FO213,"[0.        +9.15230835e-03j 0.        +2.57384977e-05j
 0.        +2.27242662e-05j ... 0.08489594+0.00000000e+00j
 0.08639443+0.00000000e+00j 0.09084723+0.00000000e+00j]","{'K', 'La', 'Bi', 'As', 'Na', 'Cl', 'Ca', 'F', 'Cd', 'Co'}"
70,1,Ca71Cl4Cr72NaO210,"[0.        +4.06513147e-03j 0.        +6.16276870e-05j
 0.        +2.26403260e-05j ... 0.07593539+0.00000000e+00j
 0.07796799+0.00000000e+00j 0.07908236+0.00000000e+00j]","{'K', 'La', 'Bi', 'As', 'Na', 'Cl', 'Ca', 'F', 'Cd', 'Co'}"
70,2,Ca71Cl3Cr72FNaO206,"[0.00000000e+00+4.06771012e-05j 9.68021532e-06+0.00000000e+00j
 5.30497067e-05+0.00000000e+00j ... 7.54198158e-02+0.00000000e+00j
 7.60950660e-02+0.00000000e+00j 7.64986541e-02+0.00000000e+00j]","{'K', 'La', 'Bi', 'As', 'Na', 'Cl', 'Ca', 'F', 'Cd', 'Co'}"
70,2,Ca69ClCr72F3KNaO212,"[0.00000000e+00+3.11867953e-05j 4.94919379e-06+0.00000000e+00j
 3.89013603e-05+0.00000000e+00j ... 6.59005300e-02+0.00000000e+00j
 6.95462527e-02+0.00000000e+00j 7.19621942e-02+0.00000000e+00j]","{'K', 'La', 'Bi', 'As', 'Na', 'Cl', 'Ca', 'F', 'Cd', 'Co'}"
70,2,Ca71Cl4Cr71F3NaO207,"[0.00000000e+00+5.95150610e-05j 0.00000000e+00+1.96413298e-05j
 4.42084362e-05+0.00000000e+00j ... 8.16664245e-02+0.00000000e+00j
 8.40235569e-02+0.00000000e+00j 9.34887463e-02+0.00000000e+00j]","{'K', 'La', 'Bi', 'As', 'Na', 'Cl', 'Ca', 'F', 'Cd', 'Co'}"
70,3,AsCa67ClCr70F4O209,"[0.        +6.23909488e-03j 0.        +2.36265639e-03j
 0.        +2.67501431e-05j ... 0.09701902+0.00000000e+00j
 0.1020713 +0.00000000e+00j 0.11112315+0.00000000e+00j]","{'K', 'La', 'Bi', 'As', 'Na', 'Cl', 'Ca', 'F', 'Cd', 'Co'}"
70,3,AsCa71CdCl4Cr69F3O209,"[0.00000000e+00+5.92560083e-05j 0.00000000e+00+3.74010842e-05j
 3.71401768e-05+0.00000000e+00j ... 8.39680556e-02+0.00000000e+00j
 8.77368399e-02+0.00000000e+00j 8.80559194e-02+0.00000000e+00j]","{'K', 'La', 'Bi', 'As', 'Na', 'Cl', 'Ca', 'F', 'Cd', 'Co'}"
70,3,AsCa70ClCr70F5O203,"[0.00000000e+00+3.96839041e-05j 4.17453181e-05+0.00000000e+00j
 5.60596247e-05+0.00000000e+00j ... 9.09116485e-02+0.00000000e+00j
 1.03320226e-01+0.00000000e+00j 1.11145475e-01+0.00000000e+00j]","{'K', 'La', 'Bi', 'As', 'Na', 'Cl', 'Ca', 'F', 'Cd', 'Co'}"
74,1,Cl3F3Mn108Na68O244Sb3,"[0.00000000e+00+3.15821275e-05j 2.63014513e-05+0.00000000e+00j
 4.57660065e-05+0.00000000e+00j ... 7.22760900e-02+0.00000000e+00j
 7.27378154e-02+0.00000000e+00j 7.34968877e-02+0.00000000e+00j]","{'Ta', 'Mn', 'Rh', 'Sc', 'Cl', 'F', 'Ca', 'Ni', 'Sb'}"
74,1,Cl4F2Mn107Na70O242RhSb,"[0.        +1.51099934e-02j 0.        +1.14753308e-02j
 0.        +3.93440599e-05j ... 0.07177525+0.00000000e+00j
 0.07235755+0.00000000e+00j 0.07243736+0.00000000e+00j]","{'Ta', 'Mn', 'Rh', 'Sc', 'Cl', 'F', 'Ca', 'Ni', 'Sb'}"
74,2,F4Mn107Na69O246,"[0.00000000e+00+3.42453117e-05j 2.73403757e-05+0.00000000e+00j
 5.18782187e-05+0.00000000e+00j ... 7.05252683e-02+0.00000000e+00j
 7.61487912e-02+0.00000000e+00j 7.98215557e-02+0.00000000e+00j]","{'Ta', 'Mn', 'Rh', 'Sc', 'Cl', 'F', 'Ca', 'Ni', 'Sb'}"
74,2,CaCl6F2Mn108Na70O241Sb,"[0.00000000e+00+3.36747814e-05j 0.00000000e+00+2.51590352e-05j
 1.22005053e-05+0.00000000e+00j ... 7.21546315e-02+0.00000000e+00j
 7.28140396e-02+0.00000000e+00j 7.60090753e-02+0.00000000e+00j]","{'Ta', 'Mn', 'Rh', 'Sc', 'Cl', 'F', 'Ca', 'Ni', 'Sb'}"
74,3,F2Mn105Na71O244,"[0.        +2.15495780e-03j 0.        +4.25260104e-05j
 0.        +2.42574130e-05j ... 0.07542874+0.00000000e+00j
 0.07672941+0.00000000e+00j 0.07722125+0.00000000e+00j]","{'Ta', 'Mn', 'Rh', 'Sc', 'Cl', 'F', 'Ca', 'Ni', 'Sb'}"
77,1,Ca47ClCsFMo48O282Sr94,"[0.        +4.31227269e-03j 0.        +1.73523457e-03j
 0.        +3.02300921e-05j ... 0.08985977+0.00000000e+00j
 0.09136961+0.00000000e+00j 0.09284772+0.00000000e+00j]","{'Cs', 'K', 'Rb', 'La', 'Na', 'Cl', 'F', 'Nd'}"
81,1,CdCl5NbS249Sn126,"[0.00000000e+00+9.47861126e-06j 0.00000000e+00+4.36989426e-06j
 1.46770198e-05+0.00000000e+00j ... 3.74594807e-02+0.00000000e+00j
 4.55698175e-02+0.00000000e+00j 4.96473534e-02+0.00000000e+00j]","{'Ta', 'Li', 'Nb', 'Fe', 'Ru', 'Cl', 'Ca', 'Cd', 'Co', 'Sb'}"
81,1,CdCl7S247SbSn120,"[0.00000000e+00+6.43174695e-06j 6.57025172e-06+0.00000000e+00j
 1.77091814e-05+0.00000000e+00j ... 4.19507982e-02+0.00000000e+00j
 4.22816714e-02+0.00000000e+00j 5.55239872e-02+0.00000000e+00j]","{'Ta', 'Li', 'Nb', 'Fe', 'Ru', 'Cl', 'Ca', 'Cd', 'Co', 'Sb'}"
81,2,Cl3S249Sn127,"[0.00000000e+00+1.34477720e-05j 0.00000000e+00+9.61884909e-06j
 1.01494956e-05+0.00000000e+00j ... 3.77166060e-02+0.00000000e+00j
 3.80586815e-02+0.00000000e+00j 3.81494998e-02+0.00000000e+00j]","{'Ta', 'Li', 'Nb', 'Fe', 'Ru', 'Cl', 'Ca', 'Cd', 'Co', 'Sb'}"
81,2,Cl6LiRuS249Sn124,"[0.00000000e+00+1.09880678e-05j 0.00000000e+00+4.50409148e-06j
 2.17191666e-05+0.00000000e+00j ... 4.12386855e-02+0.00000000e+00j
 4.13633113e-02+0.00000000e+00j 4.48032525e-02+0.00000000e+00j]","{'Ta', 'Li', 'Nb', 'Fe', 'Ru', 'Cl', 'Ca', 'Cd', 'Co', 'Sb'}"
81,3,Cl2S246Sn125,"[0.00000000e+00+1.26878815e-05j 7.81366505e-06+0.00000000e+00j
 1.04271682e-05+0.00000000e+00j ... 3.84531513e-02+0.00000000e+00j
 3.96864888e-02+0.00000000e+00j 4.12603037e-02+0.00000000e+00j]","{'Ta', 'Li', 'Nb', 'Fe', 'Ru', 'Cl', 'Ca', 'Cd', 'Co', 'Sb'}"
81,3,CdCl8LiS243Sn121,"[0.00000000e+00+1.37030474e-05j 0.00000000e+00+6.87283963e-06j
 1.06949746e-05+0.00000000e+00j ... 4.04893963e-02+0.00000000e+00j
 4.04916492e-02+0.00000000e+00j 4.08569189e-02+0.00000000e+00j]","{'Ta', 'Li', 'Nb', 'Fe', 'Ru', 'Cl', 'Ca', 'Cd', 'Co', 'Sb'}"
89,1,Ba2F212K68Mn68Na2O6,"[0.00000000e+00+2.83137469e-05j 2.22206057e-05+0.00000000e+00j
 2.90180818e-05+0.00000000e+00j ... 7.05916967e-02+0.00000000e+00j
 7.06571556e-02+0.00000000e+00j 7.44859699e-02+0.00000000e+00j]","{'Na', 'Li', 'Sc', 'Ir', 'Ca', 'O', 'Sr', 'Ba'}"
89,1,F207K71Mn68O3Sc,"[0.        +2.11447277e-03j 0.        +1.80313326e-03j
 0.        +2.09626295e-05j ... 0.06467635+0.00000000e+00j
 0.06958091+0.00000000e+00j 0.07060142+0.00000000e+00j]","{'Na', 'Li', 'Sc', 'Ir', 'Ca', 'O', 'Sr', 'Ba'}"
89,2,F212K70Mn70NaO4,"[0.        +0.00590122j 0.        +0.00171078j 0.        +0.00153226j ...
 0.05985607+0.j         0.06018046+0.j         0.06225951+0.j        ]","{'Na', 'Li', 'Sc', 'Ir', 'Ca', 'O', 'Sr', 'Ba'}"
89,2,F210K72Mn69NaO4Sc,"[0.        +1.86640825e-03j 0.        +6.86371193e-04j
 0.        +2.31984245e-05j ... 0.06680386+0.00000000e+00j
 0.06683601+0.00000000e+00j 0.08693461+0.00000000e+00j]","{'Na', 'Li', 'Sc', 'Ir', 'Ca', 'O', 'Sr', 'Ba'}"
89,3,BaCaF213K70Mn68Na2O3Sc,"[0.        +2.17834445e-03j 0.        +9.24999936e-04j
 0.        +3.88867683e-05j ... 0.05747416+0.00000000e+00j
 0.05970914+0.00000000e+00j 0.06191083+0.00000000e+00j]","{'Na', 'Li', 'Sc', 'Ir', 'Ca', 'O', 'Sr', 'Ba'}"
89,3,F215K72Mn70Na,"[0.        +2.28383529e-03j 0.        +1.88764553e-03j
 0.        +4.53845200e-06j ... 0.05492633+0.00000000e+00j
 0.05718321+0.00000000e+00j 0.05777499+0.00000000e+00j]","{'Na', 'Li', 'Sc', 'Ir', 'Ca', 'O', 'Sr', 'Ba'}"
100,1,Ca2Co35GeK209N3Se139Sr,"[0.00000000e+00+1.14396553e-05j 4.24106266e-06+0.00000000e+00j
 9.90758706e-06+0.00000000e+00j ... 1.13703259e-01+0.00000000e+00j
 1.13950523e-01+0.00000000e+00j 1.14577376e-01+0.00000000e+00j]","{'K', 'Sn', 'Na', 'Li', 'N', 'Ca', 'O', 'Ge', 'Sr', 'Ba'}"
100,1,Ba2Co36K207NSe141Sr2,"[0.00000000e+00+1.10811053e-05j 4.71406970e-06+0.00000000e+00j
 1.25416698e-05+0.00000000e+00j ... 2.35737268e-02+0.00000000e+00j
 2.40070921e-02+0.00000000e+00j 1.13150770e-01+0.00000000e+00j]","{'K', 'Sn', 'Na', 'Li', 'N', 'Ca', 'O', 'Ge', 'Sr', 'Ba'}"
100,1,Co36K211N3Se139Sr,"[0.00000000e+00+1.02758989e-05j 8.36521461e-06+0.00000000e+00j
 1.34436460e-05+0.00000000e+00j ... 1.14036549e-01+0.00000000e+00j
 1.14114923e-01+0.00000000e+00j 1.18067579e-01+0.00000000e+00j]","{'K', 'Sn', 'Na', 'Li', 'N', 'Ca', 'O', 'Ge', 'Sr', 'Ba'}"
100,2,Ba2CaCo35K209LiN3Se140,"[0.        +5.74972260e-04j 0.        +1.26874825e-05j
 0.        +6.01944221e-06j ... 0.11182466+0.00000000e+00j
 0.11287338+0.00000000e+00j 0.1139711 +0.00000000e+00j]","{'K', 'Sn', 'Na', 'Li', 'N', 'Ca', 'O', 'Ge', 'Sr', 'Ba'}"
100,2,BaCaCo34K212Se142Sr,"[0.00000000e+00+1.15325449e-05j 0.00000000e+00+8.20848664e-06j
 1.21649854e-05+0.00000000e+00j ... 2.32042078e-02+0.00000000e+00j
 2.35019097e-02+0.00000000e+00j 2.37894415e-02+0.00000000e+00j]","{'K', 'Sn', 'Na', 'Li', 'N', 'Ca', 'O', 'Ge', 'Sr', 'Ba'}"
