,Unnamed: 0,ICSD,Crystal,n_dopant,n_original,p_dopant,p_original
250,250,640503,In1Se1_640503.json,"['Cr', 'Ca', 'Cl', 'Br', 'Ir']","['In', 'Se', 'Se', 'Se', 'In']","['N', 'Co', 'Rb', 'O', 'H']","['Se', 'In', 'In', 'In', 'In']"
251,251,391382,Na2O7Te2_391382.json,"['F', 'Ca', 'Sb', 'Cl', 'Er']","['O', 'Na', 'Na', 'O', 'Na']","['Re', 'Ir', 'Co', 'Y', 'Sc']","['Te', 'Te', 'Te', 'Te', 'Te']"
257,257,187466,O3Ti2_187466.json,"['F', 'Re', 'Cl', 'Mo', 'Sb']","['O', 'Ti', 'O', 'Ti', 'Ti']","['Na', 'Rb', 'K', 'Li', 'Mg']","['Ti', 'Ti', 'Ti', 'Ti', 'Ti']"
258,258,414166,Ba2Ge1Se4_414166.json,"['P', 'As', 'La', 'V', 'Ca']","['Ge', 'Ge', 'Ba', 'Ge', 'Se']","['Cs', 'Rb', 'K', 'Zn', 'N']","['Ba', 'Ba', 'Ba', 'Ge', 'Se']"
259,259,262576,K3Ni1O2_262576.json,"['Cu', 'F', 'Ba', 'Sr', 'Cl']","['Ni', 'O', 'K', 'K', 'O']","['O', 'Cl', 'N', 'Br', 'F']","['K', 'K', 'O', 'K', 'K']"
260,260,178,Cu1K2N6O12Sr1_178.json,"['F', 'Ba', 'La', 'Sr', 'Ge']","['O', 'K', 'Sr', 'K', 'Cu']","['Cs', 'Rb', 'K', 'Cu', 'Na']","['Sr', 'Sr', 'Sr', 'Cu', 'Sr']"
268,268,16708,Cr2Cu1O4_16708.json,"['F', 'Ge', 'Cl', 'Si', 'Sb']","['O', 'Cu', 'O', 'Cu', 'Cr']","['Na', 'Cu', 'K', 'Mg', 'Li']","['Cr', 'Cu', 'Cr', 'Cr', 'Cr']"
271,271,37183,Ge2Na4Te5_37183.json,"['Hg', 'Na', 'Hg', 'Ce', 'Bi']","['Na', 'Te', 'Te', 'Na', 'Na']","['F', 'F', 'O', 'O', 'N']","['Na', 'Na', 'Na', 'Na', 'Na']"
277,277,20191,B1Cd1Li1O3_20191.json,"['F', 'C', 'Si', 'Er', 'Cl']","['O', 'B', 'Li', 'Li', 'O']","['O', 'Na', 'F', 'O', 'N']","['Li', 'Cd', 'Li', 'Cd', 'Li']"
285,285,32732,Ca1F6Li1Ni1_32732.json,"['La', 'Si', 'Er', 'Nd', 'Ho']","['Ca', 'Li', 'Li', 'Ca', 'Li']","['O', 'Na', 'Na', 'K', 'K']","['F', 'Ni', 'Ca', 'Ni', 'Ca']"
287,287,429825,Ba1Li2Mn1O8V2_429825.json,"['F', 'Cr', 'Si', 'Er', 'Cl']","['O', 'V', 'Li', 'Li', 'O']","['Cs', 'Rb', 'Si', 'K', 'Na']","['Ba', 'Ba', 'V', 'Ba', 'Mn']"
288,288,239634,Ge1In2Na2Se6_239634.json,"['P', 'As', 'Ca', 'Sb', 'Er']","['Ge', 'Ge', 'Na', 'Na', 'Na']","['Na', 'Zn', 'K', 'N', 'Cd']","['In', 'Ge', 'In', 'Se', 'Ge']"
295,295,73580,Ag2O6P1V1_73580.json,"['F', 'Cr', 'Cl', 'In', 'Ga']","['O', 'V', 'O', 'Ag', 'Ag']","['Si', 'Y', 'Si', 'O', 'Tb']","['V', 'V', 'P', 'Ag', 'V']"
299,299,81877,Ba2Cl1In1O3_81877.json,"['F', 'Cl', 'W', 'Sb', 'La']","['O', 'O', 'In', 'In', 'Ba']","['O', 'Cs', 'Rb', 'Na', 'K']","['Cl', 'Ba', 'Ba', 'In', 'Ba']"
300,300,408505,Ge1Pd1S3_408505.json,"['P', 'Fe', 'Mn', 'As', 'Sc']","['Ge', 'Pd', 'Pd', 'Ge', 'Pd']","['Zn', 'Na', 'Cd', 'Co', 'Li']","['Ge', 'Pd', 'Ge', 'Ge', 'Ge']"
304,304,10331,Ba1Mn1O3_10331.json,"['F', 'Ta', 'Cl', 'Nb', 'La']","['O', 'Mn', 'O', 'Mn', 'Ba']","['Cs', 'Rb', 'K', 'Rh', 'Ni']","['Ba', 'Ba', 'Ba', 'Mn', 'Mn']"
314,314,99688,Ag1Al1O2_99688.json,"['F', 'Cl', 'In', 'Si', 'Ga']","['O', 'O', 'Ag', 'Al', 'Ag']","['Li', 'Na', 'O', 'Mg', 'K']","['Al', 'Al', 'Ag', 'Al', 'Al']"
319,319,100062,Ca1P2Zn2_100062.json,"['Zr', 'Ce', 'Pr', 'Nd', 'In']","['Zn', 'Ca', 'Ca', 'Ca', 'Zn']","['Li', 'Na', 'Ag', 'Hg', 'Li']","['Zn', 'Ca', 'Ca', 'Ca', 'Ca']"
321,321,44788,Cd1F3K1_44788.json,"['Ba', 'Sr', 'Ge', 'Ca', 'Sn']","['K', 'K', 'Cd', 'K', 'Cd']","['O', 'Na', 'O', 'O', 'Li']","['F', 'Cd', 'K', 'Cd', 'Cd']"
322,322,39243,Al2Br8Ti1_39243.json,"['Co', 'Mn', 'K', 'Pb', 'Sn']","['Ti', 'Ti', 'Br', 'Ti', 'Ti']","['O', 'S', 'Li', 'Na', 'Mg']","['Br', 'Br', 'Al', 'Al', 'Al']"
326,326,109072,Co1O4Se1_109072.json,"['F', 'Cl', 'Ge', 'Sn', 'Cl']","['O', 'O', 'Co', 'Co', 'Se']","['Zn', 'P', 'Si', 'Co', 'Na']","['Se', 'Se', 'Se', 'Se', 'Co']"
327,327,411404,Ba1Cu2Ge1Se4_411404.json,"['Zn', 'Hg', 'P', 'As', 'Cu']","['Cu', 'Cu', 'Ge', 'Ge', 'Cu']","['Cs', 'Rb', 'K', 'Zn', 'N']","['Ba', 'Ba', 'Ba', 'Ge', 'Se']"
331,331,245692,Mg3Sb2_245692.json,"['Zr', 'Hf', 'U', 'Hf', 'Sn']","['Mg', 'Mg', 'Mg', 'Mg', 'Mg']","['Li', 'Li', 'Na', 'Na', 'Ag']","['Mg', 'Mg', 'Mg', 'Mg', 'Mg']"
333,333,182762,O3Sr1Ti1_182762.json,"['F', 'La', 'Ta', 'Cl', 'Nb']","['O', 'Sr', 'Ti', 'O', 'Ti']","['Cs', 'Rb', 'K', 'Na', 'Na']","['Sr', 'Sr', 'Sr', 'Ti', 'Sr']"
335,335,189439,Fe2O3_189439.json,"['F', 'Cl', 'Sb', 'W', 'Zr']","['O', 'O', 'Fe', 'Fe', 'Fe']","['Na', 'K', 'Li', 'Ni', 'Mg']","['Fe', 'Fe', 'Fe', 'Fe', 'Fe']"
336,336,68366,In2S7Sn3_68366.json,"['Pa', 'Pb', 'Np', 'Pu', 'Ce']","['In', 'In', 'In', 'In', 'In']","['Pt', 'Li', 'Pd', 'Zn', 'Cu']","['In', 'In', 'In', 'In', 'In']"
338,338,26418,I2Zr1_26418.json,"['K', 'Cs', 'Rb', 'Tl', 'Na']","['I', 'I', 'I', 'I', 'I']","['O', 'S', 'Se', 'Co', 'Rb']","['I', 'I', 'I', 'Zr', 'Zr']"
342,342,424556,Al1H6I1O4_424556.json,"['F', 'Cl', 'K', 'Cs', 'Si']","['O', 'O', 'I', 'I', 'Al']","['O', 'S', 'Li', 'Na', 'Mg']","['I', 'I', 'Al', 'Al', 'Al']"
343,343,68700,Fe1Li4N2_68700.json,"['O', 'S', 'Se', 'F', 'Li']","['N', 'N', 'N', 'N', 'N']","['Na', 'O', 'Li', 'K', 'F']","['Fe', 'Li', 'Fe', 'Fe', 'Li']"
344,344,161691,O2Te1_161691.json,"['F', 'Cl', 'Br', 'I', 'I']","['O', 'O', 'O', 'O', 'Te']","['La', 'Sr', 'Nd', 'K', 'Pr']","['Te', 'Te', 'Te', 'Te', 'Te']"
345,345,188528,Cu1Na1O1_188528.json,"['F', 'Zn', 'Hg', 'Ca', 'Sb']","['O', 'Cu', 'Cu', 'Na', 'Na']","['O', 'F', 'O', 'Cl', 'N']","['Cu', 'Na', 'Na', 'Na', 'O']"
347,347,173180,Li2O1_173180.json,"['F', 'Si', 'Er', 'Cl', 'Ho']","['O', 'Li', 'Li', 'O', 'Li']","['O', 'F', 'N', 'N', 'Cl']","['Li', 'Li', 'Li', 'O', 'Li']"
349,349,22158,I1K1_22158.json,"['Ba', 'Sr', 'K', 'Cs', 'Ca']","['K', 'K', 'I', 'I', 'K']","['O', 'S', 'Se', 'O', 'Cl']","['I', 'I', 'I', 'K', 'K']"
351,351,279607,Ba3O3S4V2_279607.json,"['F', 'Nb', 'Cl', 'Cl', 'La']","['O', 'V', 'O', 'S', 'Ba']","['Cs', 'Rb', 'K', 'Mg', 'Cd']","['Ba', 'Ba', 'Ba', 'V', 'V']"
352,352,33278,K1P1S3_33278.json,"['Ba', 'Sr', 'Cl', 'Ca', 'Cr']","['K', 'K', 'S', 'K', 'P']","['Si', 'N', 'Ge', 'O', 'Cl']","['P', 'S', 'P', 'K', 'K']"
355,355,81979,Cl2Sn1_81979.json,"['Mn', 'Co', 'Cr', 'Fe', 'Sn']","['Sn', 'Sn', 'Sn', 'Sn', 'Sn']","['O', 'Cs', 'Rb', 'S', 'K']","['Cl', 'Sn', 'Sn', 'Cl', 'Sn']"
357,357,44637,In2S4Zn1_44637.json,"['Si', 'Ge', 'Cl', 'W', 'Sb']","['Zn', 'Zn', 'S', 'In', 'In']","['Na', 'Na', 'K', 'Cu', 'Cs']","['In', 'Zn', 'In', 'Zn', 'In']"
358,358,36210,Ba1I2_36210.json,"['K', 'Cs', 'La', 'Rb', 'Tl']","['I', 'I', 'Ba', 'I', 'I']","['Cs', 'O', 'Rb', 'S', 'K']","['Ba', 'I', 'Ba', 'I', 'Ba']"
360,360,191958,Mo2Na1O8Rb3_191958.json,"['Ba', 'F', 'Sr', 'Ca', 'Sb']","['Rb', 'O', 'Rb', 'Na', 'Na']","['Na', 'K', 'Sb', 'Mg', 'Zn']","['Mo', 'Mo', 'Mo', 'Mo', 'Mo']"
361,361,40875,In5K1S8_40875.json,"['Ba', 'Sr', 'Cl', 'Ca', 'W']","['K', 'K', 'S', 'K', 'In']","['Na', 'K', 'Cs', 'Mg', 'Li']","['In', 'In', 'In', 'In', 'In']"
362,362,40634,Br2Co1H12O6_40634.json,"['F', 'Cl', 'K', 'Ge', 'Sn']","['O', 'O', 'Br', 'Co', 'Co']","['O', 'S', 'Na', 'Li', 'O']","['Br', 'Br', 'Co', 'Co', 'H']"
365,365,280022,Ba5Sb4_280022.json,"['Ac', 'La', 'Bi', 'Ce', 'Pr']","['Ba', 'Ba', 'Ba', 'Ba', 'Ba']","['F', 'K', 'O', 'Tl', 'Hg']","['Ba', 'Ba', 'Ba', 'Ba', 'Ba']"
368,368,185819,As2S3_185819.json,"['Cl', 'Br', 'I', 'Ce', 'Hf']","['S', 'S', 'S', 'As', 'As']","['Rb', 'Na', 'Li', 'Cs', 'Tl']","['As', 'As', 'As', 'As', 'As']"
369,369,250496,C1H5Na1O4_250496.json,"['F', 'Ca', 'Sb', 'Cl', 'Er']","['O', 'Na', 'Na', 'O', 'Na']","['N', 'H', 'O', 'O', 'S']","['C', 'C', 'H', 'C', 'C']"
370,370,84652,Ba1O3Ru1_84652.json,"['F', 'Nb', 'Ta', 'Cl', 'La']","['O', 'Ru', 'Ru', 'O', 'Ba']","['Cs', 'Rb', 'K', 'Fe', 'Mn']","['Ba', 'Ba', 'Ba', 'Ru', 'Ru']"
371,371,183709,Ag1F1S1Sr1_183709.json,"['La', 'Nd', 'In', 'Cl', 'Pr']","['Sr', 'Sr', 'Ag', 'S', 'Sr']","['O', 'Cs', 'Rb', 'K', 'O']","['F', 'Sr', 'Sr', 'Sr', 'Ag']"
373,373,41733,Mg1Te2_41733.json,"['Zr', 'Hf', 'U', 'Sc', 'Sn']","['Mg', 'Mg', 'Mg', 'Mg', 'Mg']","['Li', 'Na', 'Ag', 'Hg', 'F']","['Mg', 'Mg', 'Mg', 'Mg', 'Mg']"
374,374,428450,C4N3Rb1_428450.json,"['O', 'S', 'Ba', 'Se', 'F']","['N', 'N', 'Rb', 'N', 'N']","['N', 'H', 'O', 'S', 'Cl']","['C', 'C', 'C', 'C', 'Rb']"
375,375,33673,I2Mn1_33673.json,"['K', 'Cs', 'Sc', 'Ir', 'W']","['I', 'I', 'Mn', 'Mn', 'Mn']","['O', 'S', 'Na', 'Li', 'Se']","['I', 'I', 'Mn', 'Mn', 'I']"
377,377,648002,P1Rh1Se1_648002.json,"['W', 'Mo', 'Tc', 'Sn', 'Nb']","['Rh', 'Rh', 'Rh', 'Rh', 'Rh']","['Ni', 'Mg', 'Cu', 'Ge', 'Zn']","['Rh', 'Rh', 'Rh', 'Rh', 'Rh']"
378,378,59175,K1O8S2V1_59175.json,"['F', 'Ba', 'Cr', 'Sr', 'Cl']","['O', 'K', 'V', 'K', 'O']","['Si', 'Y', 'Tb', 'Ge', 'Lu']","['V', 'V', 'V', 'V', 'V']"
379,379,190443,Cu1Mo1O4_190443.json,"['F', 'Ge', 'Cl', 'Si', 'Mo']","['O', 'Cu', 'O', 'Cu', 'Cu']","['Na', 'K', 'Sb', 'Mg', 'Zn']","['Mo', 'Mo', 'Mo', 'Mo', 'Mo']"
389,389,1511,F7Fe1Na2Ni1_1511.json,"['Ca', 'Sb', 'Er', 'Fe', 'W']","['Na', 'Na', 'Na', 'Ni', 'Na']","['O', 'Na', 'Na', 'K', 'Li']","['F', 'Ni', 'Fe', 'Fe', 'Ni']"
390,390,89517,Ca2Cu1P3Zn2_89517.json,"['Zr', 'Ce', 'Pr', 'Nd', 'In']","['Zn', 'Ca', 'Ca', 'Ca', 'Zn']","['Li', 'Na', 'Ag', 'Hg', 'Li']","['Zn', 'Ca', 'Ca', 'Ca', 'Ca']"
393,393,615861,Ba2Fe1Se3_615861.json,"['W', 'Sn', 'Cr', 'La', 'Ge']","['Fe', 'Fe', 'Fe', 'Ba', 'Fe']","['Cs', 'Rb', 'K', 'Na', 'N']","['Ba', 'Ba', 'Ba', 'Fe', 'Se']"
395,395,173939,Cl3K1Mn1_173939.json,"['Ba', 'Sr', 'Ca', 'Sc', 'Ir']","['K', 'K', 'K', 'Mn', 'Mn']","['O', 'Na', 'S', 'Li', 'O']","['Cl', 'Mn', 'Cl', 'Mn', 'K']"
396,396,656157,Cd1Cu2Sn1Te4_656157.json,"['Sn', 'Ni', 'Sn', 'Mg', 'Cu']","['Cd', 'Cu', 'Cu', 'Cu', 'Cu']","['Ni', 'Mg', 'Cu', 'Co', 'Li']","['Sn', 'Sn', 'Sn', 'Sn', 'Sn']"
397,397,59723,Ag3C6K2N6Na1_59723.json,"['O', 'S', 'Se', 'Ba', 'F']","['N', 'N', 'N', 'K', 'N']","['N', 'O', 'H', 'O', 'O']","['C', 'Ag', 'C', 'K', 'C']"
398,398,23523,Ca1Ge1N2_23523.json,"['O', 'S', 'Se', 'F', 'La']","['N', 'N', 'N', 'N', 'Ca']","['Na', 'K', 'Zn', 'Cs', 'Cd']","['Ca', 'Ca', 'Ge', 'Ca', 'Ge']"
402,402,23988,Cl1Cu1_23988.json,"['Zn', 'Hg', 'Cu', 'K', 'Rb']","['Cu', 'Cu', 'Cu', 'Cl', 'Cl']","['O', 'S', 'O', 'Se', 'F']","['Cl', 'Cl', 'Cu', 'Cl', 'Cu']"
405,405,430311,Na2S3Te1_430311.json,"['Ca', 'Sb', 'Er', 'W', 'Ho']","['Na', 'Na', 'Na', 'Na', 'Na']","['La', 'Sr', 'N', 'Nd', 'K']","['Te', 'Te', 'S', 'Te', 'Te']"
408,408,150299,Ag1Cl2Cs1_150299.json,"['Ba', 'Sr', 'In', 'Ga', 'Ba']","['Cs', 'Cs', 'Ag', 'Ag', 'Ag']","['O', 'S', 'O', 'N', 'F']","['Cl', 'Cl', 'Ag', 'Ag', 'Ag']"
412,412,165097,Ba1Nb2O11V2_165097.json,"['F', 'Cr', 'Cl', 'W', 'La']","['O', 'V', 'O', 'Nb', 'Ba']","['Cs', 'Rb', 'Si', 'K', 'Y']","['Ba', 'Ba', 'V', 'Ba', 'V']"
413,413,183373,Be1S1_183373.json,"['Si', 'Ge', 'S', 'Al', 'P']","['Be', 'Be', 'Be', 'Be', 'Be']","['Ag', 'N', 'O', 'Li', 'N']","['Be', 'S', 'Be', 'Be', 'Be']"
415,415,157016,Ga1O6Sb1Sr2_157016.json,"['F', 'La', 'Mo', 'Cl', 'Nd']","['O', 'Sr', 'Sb', 'O', 'Sr']","['Na', 'Cs', 'K', 'Rb', 'Cs']","['Sb', 'Sr', 'Sb', 'Sr', 'Ga']"
416,416,165563,C2O4Rb2_165563.json,"['Ba', 'F', 'Sr', 'Cl', 'Er']","['Rb', 'O', 'Rb', 'O', 'Rb']","['Cl', 'N', 'Br', 'O', 'S']","['Rb', 'O', 'Rb', 'Rb', 'Rb']"
421,421,190379,Cl1N1Zr1_190379.json,"['O', 'S', 'Se', 'F', 'Li']","['N', 'N', 'N', 'N', 'N']","['O', 'S', 'Fe', 'Mn', 'Mn']","['Cl', 'Cl', 'Zr', 'Zr', 'Zr']"
423,423,78346,Ga2O6Te1_78346.json,"['F', 'Cl', 'Se', 'Ge', 'Zr']","['O', 'O', 'Ga', 'Ga', 'Ga']","['Cs', 'Re', 'Ir', 'Co', 'Y']","['Ga', 'Te', 'Te', 'Te', 'Te']"
424,424,93676,Ba2Cs1Nb3O10_93676.json,"['Ba', 'F', 'Sr', 'Cl', 'W']","['Cs', 'O', 'Cs', 'O', 'Nb']","['Cs', 'Rb', 'K', 'Na', 'Ti']","['Ba', 'Ba', 'Ba', 'Nb', 'Nb']"
425,425,91754,Cr1K1P2S7_91754.json,"['Ba', 'Sr', 'Cl', 'Ca', 'Sb']","['K', 'K', 'S', 'K', 'Cr']","['Na', 'Si', 'K', 'Mg', 'N']","['Cr', 'P', 'Cr', 'Cr', 'S']"
431,431,34416,O2V1_34416.json,"['F', 'Nb', 'Cl', 'Ta', 'Ru']","['O', 'V', 'O', 'V', 'V']","['Mg', 'Cd', 'Mn', 'Ni', 'Cu']","['V', 'V', 'V', 'V', 'V']"
433,433,201421,Ba3Ga2S6_201421.json,"['Cl', 'La', 'Se', 'Ge', 'Zr']","['S', 'Ba', 'Ga', 'Ga', 'Ga']","['Cs', 'Rb', 'K', 'Cs', 'Ba']","['Ba', 'Ba', 'Ba', 'Ga', 'Ga']"
435,435,34472,Cr2Fe1K1O8_34472.json,"['F', 'Ba', 'Sr', 'Cl', 'Ca']","['O', 'K', 'K', 'O', 'K']","['P', 'Zn', 'V', 'Si', 'Na']","['Cr', 'Cr', 'Cr', 'Cr', 'Fe']"
439,439,641,Cl1Cu1Te2_641.json,"['Hf', 'Sn', 'Zr', 'U', 'In']","['Cu', 'Cu', 'Cu', 'Cu', 'Cu']","['Li', 'Na', 'Ag', 'F', 'K']","['Cu', 'Cu', 'Cu', 'Cu', 'Cu']"
440,440,14031,Cs1Sb1_14031.json,"['Ba', 'Pb', 'Sr', 'Eu', 'Ac']","['Cs', 'Cs', 'Cs', 'Cs', 'Cs']","['Cl', 'S', 'O', 'Br', 'Se']","['Cs', 'Cs', 'Cs', 'Cs', 'Cs']"
441,441,38321,P4Sr3_38321.json,"['Bi', 'La', 'Ce', 'Pr', 'Nd']","['Sr', 'Sr', 'Sr', 'Sr', 'Sr']","['Ag', 'Na', 'O', 'K', 'Tl']","['Sr', 'Sr', 'Sr', 'Sr', 'Sr']"
444,444,172216,Li1Sb1Sr1_172216.json,"['Zr', 'Co', 'Zn', 'Hf', 'Mg']","['Li', 'Li', 'Li', 'Li', 'Li']","['Hg', 'Ag', 'F', 'Na', 'K']","['Sr', 'Sr', 'Sr', 'Sr', 'Sr']"
446,446,44886,Ga2S4Zn1_44886.json,"['Si', 'Ge', 'Cl', 'W', 'Mo']","['Zn', 'Zn', 'S', 'Zn', 'Zn']","['Cs', 'Na', 'Cu', 'Ba', 'Li']","['Ga', 'Zn', 'Zn', 'Ga', 'Ga']"
447,447,15139,Ba1Cu4S3_15139.json,"['Zn', 'Hg', 'Cl', 'Cu', 'La']","['Cu', 'Cu', 'S', 'Cu', 'Ba']","['Cs', 'Rb', 'K', 'N', 'O']","['Ba', 'Ba', 'Ba', 'S', 'Cu']"
449,449,24816,O3Rb2Sn2_24816.json,"['Ba', 'F', 'Sr', 'Mn', 'Cl']","['Rb', 'O', 'Rb', 'Sn', 'O']","['Cs', 'Rb', 'K', 'O', 'Tl']","['Sn', 'Sn', 'Sn', 'Sn', 'Sn']"
453,453,240484,Cl4Cs2I2Pd1_240484.json,"['Ba', 'Sr', 'K', 'Cs', 'K']","['Cs', 'Cs', 'I', 'I', 'Cl']","['O', 'O', 'S', 'Cd', 'S']","['Cl', 'I', 'I', 'Pd', 'Cl']"
456,456,30911,P2Sr1Zn2_30911.json,"['Zr', 'In', 'Hf', 'Sn', 'Pb']","['Zn', 'Zn', 'Zn', 'Zn', 'Zn']","['Hg', 'Li', 'Ag', 'F', 'Na']","['Sr', 'Zn', 'Sr', 'Sr', 'Sr']"
457,457,167376,Fe1Na1O2_167376.json,"['F', 'Ca', 'Sb', 'Cl', 'Er']","['O', 'Na', 'Na', 'O', 'Na']","['Na', 'K', 'Li', 'Ni', 'Mg']","['Fe', 'Fe', 'Fe', 'Fe', 'Fe']"
461,461,202075,Ca3Cl3P1_202075.json,"['Ce', 'Pr', 'Nd', 'Am', 'Te']","['Ca', 'Ca', 'Ca', 'Ca', 'Ca']","['Na', 'Ag', 'Hg', 'Li', 'F']","['Ca', 'Ca', 'Ca', 'Ca', 'Ca']"
462,462,32020,Ba1Sb2Zn2_32020.json,"['Zr', 'In', 'Hf', 'Sn', 'Pb']","['Zn', 'Zn', 'Zn', 'Zn', 'Zn']","['Li', 'K', 'Ag', 'Rb', 'Na']","['Zn', 'Ba', 'Ba', 'Ba', 'Ba']"
466,466,430312,Na2Se3Te1_430312.json,"['Ca', 'Sb', 'Er', 'W', 'Ho']","['Na', 'Na', 'Na', 'Na', 'Na']","['N', 'La', 'Sr', 'Nd', 'K']","['Se', 'Te', 'Te', 'Te', 'Te']"
471,471,39194,Na1O6Si2Ti1_39194.json,"['F', 'Re', 'P', 'Ca', 'Sb']","['O', 'Ti', 'Si', 'Na', 'Na']","['Na', 'Rb', 'Li', 'K', 'Li']","['Ti', 'Ti', 'Si', 'Ti', 'Ti']"
473,473,402643,Ag3K1Se2_402643.json,"['Ba', 'Sr', 'In', 'Ca', 'Ga']","['K', 'K', 'Ag', 'K', 'Ag']","['O', 'N', 'O', 'Cl', 'N']","['Ag', 'Se', 'K', 'K', 'Ag']"
477,477,280847,Cs1Se3Y1Zn1_280847.json,"['Ba', 'Re', 'Sr', 'Si', 'Ge']","['Cs', 'Y', 'Cs', 'Zn', 'Zn']","['Na', 'Na', 'K', 'Cu', 'N']","['Y', 'Zn', 'Y', 'Zn', 'Se']"
480,480,50786,Ba1Cl1O3V1_50786.json,"['F', 'Cr', 'Cl', 'La', 'K']","['O', 'V', 'O', 'Ba', 'Cl']","['O', 'Cs', 'Rb', 'Si', 'K']","['Cl', 'Ba', 'Ba', 'V', 'Ba']"
482,482,69647,As2Cs2Pd1_69647.json,"['Ba', 'Pb', 'Sr', 'Eu', 'Ac']","['Cs', 'Cs', 'Cs', 'Cs', 'Cs']","['Cl', 'S', 'O', 'Br', 'Se']","['Cs', 'Cs', 'Cs', 'Cs', 'Cs']"
485,485,237306,Ba2Cu3Na1S5_237306.json,"['Hg', 'Zn', 'Na', 'Hg', 'Ce']","['Na', 'Cu', 'S', 'S', 'Na']","['O', 'Li', 'K', 'Ag', 'Tl']","['Ba', 'Cu', 'Ba', 'Ba', 'Ba']"
486,486,652879,Sr1Te1_652879.json,"['Sr', 'Eu', 'Hg', 'Pb', 'Ag']","['Te', 'Te', 'Te', 'Te', 'Te']","['Hg', 'Ag', 'F', 'Na', 'K']","['Sr', 'Sr', 'Sr', 'Sr', 'Sr']"
490,490,30409,O6Sb2Zn1_30409.json,"['F', 'Mo', 'Si', 'Ge', 'Cl']","['O', 'Sb', 'Zn', 'Zn', 'O']","['Na', 'K', 'Na', 'Cu', 'Fe']","['Sb', 'Sb', 'Zn', 'Zn', 'Sb']"
491,491,68645,In2S6Zn3_68645.json,"['Si', 'Ge', 'Cl', 'W', 'Sb']","['Zn', 'Zn', 'S', 'In', 'In']","['Na', 'Na', 'K', 'Cu', 'Cs']","['In', 'Zn', 'In', 'Zn', 'In']"
493,493,195084,Ge1O3Sr1_195084.json,"['F', 'La', 'P', 'As', 'Cl']","['O', 'Sr', 'Ge', 'Ge', 'O']","['Cs', 'Rb', 'K', 'Zn', 'Cd']","['Sr', 'Sr', 'Sr', 'Ge', 'Ge']"
494,494,635307,Ga1Sb1_635307.json,"['Nb', 'Te', 'Ti', 'I', 'W']","['Ga', 'Ga', 'Ga', 'Ga', 'Ga']","['Ni', 'Mg', 'Cu', 'Co', 'Li']","['Ga', 'Ga', 'Ga', 'Ga', 'Ga']"
495,495,34419,O2V1_34419.json,"['F', 'Nb', 'Cl', 'Ta', 'Ru']","['O', 'V', 'O', 'V', 'V']","['Mg', 'Cd', 'Mn', 'Ni', 'Cu']","['V', 'V', 'V', 'V', 'V']"
497,497,2525,Cl3Cs1Mn1_2525.json,"['Ba', 'Sr', 'Sc', 'Ir', 'W']","['Cs', 'Cs', 'Mn', 'Mn', 'Mn']","['O', 'Na', 'S', 'Li', 'O']","['Cl', 'Mn', 'Cl', 'Mn', 'Mn']"
499,499,609250,Al2S3_609250.json,"['Cl', 'Si', 'Br', 'Se', 'I']","['S', 'Al', 'S', 'Al', 'S']","['Li', 'Na', 'N', 'Mg', 'K']","['Al', 'Al', 'S', 'Al', 'Al']"
500,500,164429,C1Si1_164429.json,"['Cr', 'Mn', 'Br', 'Se', 'As']","['Si', 'Si', 'Si', 'Si', 'Si']","['Be', 'Al', 'B', 'Ga', 'Fe']","['Si', 'Si', 'Si', 'Si', 'Si']"
501,501,155156,B1Be2F2K1O3_155156.json,"['Si', 'Ge', 'S', 'F', 'Ba']","['Be', 'Be', 'Be', 'O', 'K']","['O', 'Ag', 'O', 'Li', 'O']","['F', 'Be', 'Be', 'Be', 'K']"
507,507,12153,Cd2Sb2Sr1_12153.json,"['Tl', 'Ac', 'Te', 'Pb', 'La']","['Cd', 'Sr', 'Cd', 'Cd', 'Sr']","['Hg', 'Ag', 'F', 'Na', 'Li']","['Sr', 'Sr', 'Sr', 'Sr', 'Cd']"
508,508,106489,Co3S4_106489.json,"['Hf', 'Zr', 'Sn', 'In', 'U']","['Co', 'Co', 'Co', 'Co', 'Co']","['Co', 'Li', 'Mg', 'Cu', 'Zn']","['Co', 'Co', 'Co', 'Co', 'Co']"
509,509,92305,Li4N2Na2_92305.json,"['O', 'S', 'Se', 'F', 'Li']","['N', 'N', 'N', 'N', 'N']","['O', 'F', 'N', 'F', 'O']","['Li', 'Li', 'Li', 'Na', 'Na']"
512,512,166452,Ni1S2_166452.json,"['Cl', 'Ru', 'I', 'Sb', 'Br']","['S', 'Ni', 'Ni', 'Ni', 'S']","['N', 'Sr', 'Cd', 'Pb', 'Cr']","['S', 'Ni', 'Ni', 'Ni', 'Ni']"
518,518,40876,In5Rb1S8_40876.json,"['Ba', 'Sr', 'Cl', 'W', 'Sb']","['Rb', 'Rb', 'S', 'In', 'In']","['Na', 'K', 'Cs', 'Mg', 'Li']","['In', 'In', 'In', 'In', 'In']"
524,524,16453,As4Si2Sr3_16453.json,"['Ac', 'La', 'Bi', 'Ce', 'Pr']","['Sr', 'Sr', 'Sr', 'Sr', 'Sr']","['Hg', 'Ag', 'F', 'Na', 'K']","['Sr', 'Sr', 'Sr', 'Sr', 'Sr']"
